model_name,ics,ics_precision,ics_recall,ips,qs_global,qs_best,lddt,tmscore_mmalign,rmsd,dockq_wave,tmscore_usalign,tmscore_usalign_aligned
T1298TS261_3o.pdb,0.829,0.838,0.821,0.854,0.934,0.934,0.787,0.651,9.416,0.407,0.67936,0.67883
T1298TS163_2o.pdb,0.87,0.844,0.897,0.876,0.935,0.935,0.829,0.651,10.053,0.439,0.66889,0.66832
T1298TS221_5o.pdb,0.849,0.811,0.89,0.852,0.934,0.934,0.821,0.651,8.657,0.42,0.69517,0.69471
T1298TS163_5o.pdb,0.869,0.849,0.89,0.862,0.936,0.936,0.829,0.651,10.085,0.438,0.6702,0.66962
T1298TS198_1o.pdb,0.87,0.844,0.897,0.848,0.938,0.938,0.828,0.65,11.38,0.421,0.66812,0.66751
T1298TS163_4o.pdb,0.857,0.827,0.89,0.841,0.936,0.936,0.829,0.65,10.092,0.438,0.66821,0.66762
T1298TS163_1o.pdb,0.863,0.838,0.89,0.855,0.937,0.937,0.829,0.65,10.042,0.439,0.66873,0.66815
T1298TS015_1o.pdb,0.843,0.818,0.869,0.836,0.933,0.933,0.819,0.65,10.119,0.425,0.66898,0.66839
T1298TS164_5o.pdb,0.86,0.832,0.89,0.862,0.935,0.935,0.827,0.65,10.102,0.437,0.66891,0.66834
T1298TS163_3o.pdb,0.861,0.828,0.897,0.848,0.936,0.936,0.829,0.65,10.087,0.44,0.66837,0.66781
T1298TS319_3o.pdb,0.849,0.825,0.876,0.844,0.934,0.934,0.824,0.649,10.22,0.425,0.67132,0.67075
T1298TS164_1o.pdb,0.873,0.845,0.903,0.861,0.935,0.935,0.827,0.649,10.098,0.442,0.66734,0.66676
T1298TS164_4o.pdb,0.855,0.818,0.897,0.848,0.935,0.935,0.827,0.649,10.127,0.439,0.667,0.66643
T1298TS425_4o.pdb,0.816,0.768,0.869,0.803,0.923,0.923,0.822,0.649,10.417,0.428,0.667,0.66645
T1298TS489_1o.pdb,0.871,0.835,0.91,0.869,0.936,0.936,0.829,0.649,10.027,0.444,0.67176,0.67121
T1298TS164_2o.pdb,0.856,0.831,0.883,0.847,0.934,0.934,0.826,0.649,10.138,0.435,0.66747,0.66691
T1298TS015_6o.pdb,0.856,0.814,0.903,0.862,0.932,0.932,0.828,0.649,9.352,0.454,0.67905,0.67851
T1298TS164_3o.pdb,0.859,0.837,0.883,0.852,0.935,0.935,0.827,0.649,10.112,0.434,0.66738,0.66682
T1298TS489_5o.pdb,0.873,0.845,0.903,0.862,0.937,0.937,0.828,0.649,8.89,0.427,0.68763,0.68713
T1298TS331_2o.pdb,0.849,0.825,0.876,0.844,0.934,0.934,0.824,0.649,10.22,0.425,0.67132,0.67075
T1298TS267_4o.pdb,0.856,0.831,0.883,0.862,0.939,0.939,0.825,0.648,10.425,0.431,0.66521,0.66462
T1298TS110_3o.pdb,0.89,0.859,0.924,0.876,0.94,0.94,0.827,0.648,11.306,0.428,0.66477,0.66409
T1298TS147_1o.pdb,0.89,0.859,0.924,0.876,0.94,0.94,0.827,0.648,11.306,0.428,0.66477,0.66409
T1298TS462_1o.pdb,0.89,0.859,0.924,0.876,0.94,0.94,0.827,0.648,11.306,0.428,0.66477,0.66409
T1298TS051_3o.pdb,0.818,0.801,0.834,0.831,0.929,0.929,0.82,0.648,10.272,0.411,0.66864,0.66803
T1298TS489_2o.pdb,0.867,0.839,0.897,0.855,0.938,0.938,0.83,0.648,9.579,0.447,0.67577,0.67521
T1298TS425_1o.pdb,0.856,0.831,0.883,0.844,0.932,0.932,0.822,0.647,10.178,0.425,0.66935,0.66876
T1298TS196_3o.pdb,0.875,0.855,0.897,0.862,0.939,0.939,0.829,0.647,9.515,0.452,0.67187,0.67133
T1298TS147_2o.pdb,0.88,0.852,0.91,0.876,0.939,0.939,0.826,0.647,11.238,0.426,0.6636,0.66292
T1298TS462_2o.pdb,0.88,0.852,0.91,0.876,0.939,0.939,0.826,0.647,11.238,0.426,0.6636,0.66292
T1298TS262_1o.pdb,0.838,0.836,0.841,0.85,0.927,0.927,0.812,0.646,10.452,0.413,0.66618,0.66555
T1298TS079_5o.pdb,0.855,0.836,0.876,0.846,0.936,0.936,0.826,0.646,8.787,0.448,0.68045,0.67996
T1298TS139_3o.pdb,0.505,0.507,0.503,0.5,0.479,0.479,0.737,0.646,16.678,0.214,0.66674,0.66627
T1298TS198_2o.pdb,0.881,0.867,0.897,0.876,0.941,0.941,0.827,0.646,11.295,0.424,0.66395,0.66336
T1298TS014_5o.pdb,0.808,0.744,0.883,0.824,0.919,0.919,0.786,0.646,9.805,0.433,0.66502,0.66441
T1298TS014_2o.pdb,0.824,0.768,0.89,0.837,0.916,0.916,0.787,0.646,9.806,0.435,0.66431,0.66372
T1298TS293_5o.pdb,0.855,0.836,0.876,0.846,0.936,0.936,0.826,0.646,8.787,0.448,0.68045,0.67996
T1298TS345_3o.pdb,0.827,0.813,0.841,0.844,0.933,0.933,0.823,0.646,10.29,0.415,0.66631,0.6657
T1298TS196_1o.pdb,0.867,0.839,0.897,0.869,0.939,0.939,0.828,0.645,9.838,0.445,0.67077,0.67023
T1298TS139_1o.pdb,0.815,0.796,0.834,0.808,0.919,0.919,0.778,0.645,15.301,0.343,0.65072,0.65007
T1298TS294_5o.pdb,0.844,0.814,0.876,0.846,0.941,0.941,0.825,0.645,10.819,0.421,0.66335,0.66274
T1298TS290_1o.pdb,0.85,0.821,0.883,0.862,0.941,0.941,0.827,0.645,10.571,0.429,0.66217,0.66155
T1298TS419_3o.pdb,0.852,0.849,0.855,0.874,0.933,0.933,0.822,0.645,8.448,0.458,0.69073,0.69019
T1298TS423_2o.pdb,0.818,0.773,0.869,0.806,0.936,0.936,0.827,0.645,10.521,0.42,0.6626,0.662
T1298TS298_2o.pdb,0.818,0.773,0.869,0.806,0.936,0.936,0.827,0.645,10.521,0.42,0.6626,0.662
T1298TS198_3o.pdb,0.861,0.828,0.897,0.848,0.934,0.934,0.827,0.645,8.482,0.468,0.68622,0.68571
T1298TS388_5o.pdb,0.492,0.463,0.524,0.487,0.482,0.482,0.773,0.645,19.862,0.206,0.66394,0.66345
T1298TS187_1o.pdb,0.861,0.828,0.897,0.869,0.936,0.936,0.82,0.645,9.265,0.457,0.67895,0.67847
T1298TS294_1o.pdb,0.848,0.815,0.883,0.852,0.94,0.94,0.824,0.645,10.267,0.429,0.66341,0.6628
T1298TS331_3o.pdb,0.814,0.772,0.862,0.817,0.913,0.913,0.804,0.644,9.53,0.426,0.66671,0.6661
T1298TS475_4o.pdb,0.864,0.816,0.917,0.849,0.937,0.937,0.839,0.644,9.525,0.439,0.67282,0.67185
T1298TS262_3o.pdb,0.851,0.834,0.869,0.839,0.932,0.932,0.817,0.644,10.125,0.428,0.66369,0.66304
T1298TS388_3o.pdb,0.508,0.5,0.517,0.51,0.494,0.494,0.771,0.644,16.233,0.221,0.66386,0.66328
T1298TS110_1o.pdb,0.887,0.858,0.917,0.869,0.941,0.941,0.828,0.644,11.341,0.428,0.66166,0.66099
T1298TS465_4o.pdb,0.854,0.86,0.848,0.842,0.94,0.94,0.817,0.644,9.005,0.411,0.69546,0.69487
T1298TS462_6o.pdb,0.864,0.833,0.897,0.862,0.94,0.94,0.827,0.644,11.17,0.427,0.66114,0.66053
T1298TS145_1o.pdb,0.882,0.862,0.903,0.869,0.94,0.94,0.831,0.644,9.234,0.46,0.67919,0.67867
T1298TS196_5o.pdb,0.846,0.806,0.89,0.827,0.939,0.939,0.821,0.644,8.885,0.451,0.67732,0.67672
T1298TS204_3o.pdb,0.863,0.82,0.91,0.848,0.934,0.934,0.833,0.644,10.185,0.445,0.66688,0.66631
T1298TS145_2o.pdb,0.861,0.828,0.897,0.855,0.934,0.934,0.827,0.644,9.253,0.453,0.67521,0.67466
T1298TS261_5o.pdb,0.804,0.788,0.821,0.839,0.926,0.926,0.786,0.644,9.526,0.403,0.67092,0.67029
T1298TS262_2o.pdb,0.82,0.794,0.848,0.837,0.922,0.922,0.809,0.644,10.467,0.412,0.66462,0.66397
T1298TS322_3o.pdb,0.865,0.829,0.903,0.847,0.937,0.937,0.827,0.644,9.998,0.442,0.67053,0.66994
T1298TS298_1o.pdb,0.817,0.776,0.862,0.805,0.937,0.937,0.825,0.643,10.642,0.421,0.66114,0.66054
T1298TS419_1o.pdb,0.856,0.85,0.862,0.857,0.933,0.933,0.82,0.643,8.228,0.399,0.69087,0.69032
T1298TS262_4o.pdb,0.826,0.787,0.869,0.825,0.921,0.921,0.809,0.643,10.471,0.419,0.66346,0.66283
T1298TS287_3o.pdb,0.879,0.838,0.924,0.863,0.938,0.938,0.838,0.643,9.982,0.452,0.66735,0.66637
T1298TS425_2o.pdb,0.808,0.765,0.855,0.811,0.913,0.913,0.804,0.643,9.69,0.423,0.66324,0.66263
T1298TS423_1o.pdb,0.817,0.776,0.862,0.805,0.937,0.937,0.825,0.643,10.642,0.421,0.66114,0.66054
T1298TS218_4o.pdb,0.879,0.838,0.924,0.863,0.937,0.937,0.838,0.643,9.787,0.448,0.65959,0.65899
T1298TS059_6o.pdb,0.873,0.87,0.876,0.881,0.936,0.936,0.802,0.642,9.237,0.449,0.677,0.67645
T1298TS147_5o.pdb,0.833,0.806,0.862,0.844,0.934,0.934,0.82,0.642,10.155,0.424,0.666,0.66537
T1298TS196_2o.pdb,0.865,0.829,0.903,0.862,0.937,0.937,0.828,0.642,10.318,0.437,0.66298,0.66235
T1298TS028_4o.pdb,0.833,0.806,0.862,0.844,0.934,0.934,0.82,0.642,10.155,0.424,0.666,0.66537
T1298TS293_4o.pdb,0.864,0.833,0.897,0.846,0.936,0.936,0.826,0.642,8.856,0.457,0.68085,0.68035
T1298TS051_4o.pdb,0.817,0.788,0.848,0.817,0.914,0.914,0.801,0.642,9.637,0.422,0.66356,0.66294
T1298TS388_1o.pdb,0.837,0.795,0.883,0.825,0.93,0.93,0.824,0.642,15.289,0.359,0.66009,0.65952
T1298TS110_4o.pdb,0.833,0.806,0.862,0.844,0.934,0.934,0.82,0.642,10.155,0.424,0.666,0.66537
T1298TS059_1o.pdb,0.803,0.806,0.8,0.802,0.939,0.939,0.816,0.642,15.417,0.332,0.66017,0.65954
T1298TS241_1o.pdb,0.848,0.799,0.903,0.849,0.933,0.933,0.848,0.642,2.542,0.705,0.93192,0.93217
T1298TS079_4o.pdb,0.864,0.833,0.897,0.846,0.936,0.936,0.826,0.642,8.856,0.457,0.68085,0.68035
T1298TS345_4o.pdb,0.817,0.788,0.848,0.817,0.914,0.914,0.801,0.642,9.637,0.422,0.66356,0.66294
T1298TS462_5o.pdb,0.833,0.806,0.862,0.844,0.934,0.934,0.82,0.642,10.155,0.424,0.666,0.66537
T1298TS322_5o.pdb,0.864,0.833,0.897,0.848,0.941,0.941,0.828,0.642,11.219,0.427,0.65908,0.65846
T1298TS051_6o.pdb,0.862,0.842,0.883,0.876,0.941,0.941,0.823,0.642,11.342,0.42,0.66014,0.65949
T1298TS139_6o.pdb,0.876,0.876,0.876,0.881,0.936,0.936,0.808,0.642,9.24,0.449,0.67701,0.67648
T1298TS139_5o.pdb,0.817,0.788,0.848,0.844,0.92,0.92,0.785,0.641,14.662,0.349,0.65343,0.65259
T1298TS031_1o.pdb,0.87,0.844,0.897,0.876,0.941,0.941,0.823,0.641,11.297,0.423,0.65796,0.65721
T1298TS319_5o.pdb,0.81,0.77,0.855,0.817,0.913,0.913,0.802,0.641,9.691,0.424,0.66238,0.66177
T1298TS091_1o.pdb,0.856,0.814,0.903,0.862,0.937,0.937,0.828,0.641,10.359,0.436,0.66099,0.66038
T1298TS075_5o.pdb,0.854,0.805,0.91,0.836,0.935,0.935,0.836,0.64,11.201,0.431,0.65911,0.65849
T1298TS456_1o.pdb,0.869,0.826,0.917,0.848,0.939,0.939,0.838,0.64,10.041,0.444,0.66337,0.66279
T1298TS015_2o.pdb,0.849,0.811,0.89,0.832,0.934,0.934,0.837,0.64,2.802,0.665,0.92077,0.92097
T1298TS022_5o.pdb,0.869,0.826,0.917,0.848,0.939,0.939,0.838,0.64,10.041,0.444,0.66337,0.66279
T1298TS052_5o.pdb,0.869,0.826,0.917,0.848,0.939,0.939,0.838,0.64,10.041,0.444,0.66337,0.66279
T1298TS122_4o.pdb,0.854,0.805,0.91,0.836,0.935,0.935,0.836,0.64,11.201,0.431,0.65911,0.65849
T1298TS031_4o.pdb,0.875,0.855,0.897,0.876,0.941,0.941,0.825,0.64,11.406,0.421,0.65694,0.65624
T1298TS319_4o.pdb,0.843,0.818,0.869,0.836,0.941,0.941,0.824,0.64,10.471,0.423,0.66085,0.66021
T1298TS494_2o.pdb,0.806,0.758,0.862,0.835,0.934,0.934,0.805,0.64,9.104,0.447,0.67271,0.67207
T1298TS301_5o.pdb,0.854,0.805,0.91,0.836,0.935,0.935,0.836,0.64,11.201,0.431,0.65911,0.65849
T1298TS284_5o.pdb,0.854,0.805,0.91,0.836,0.935,0.935,0.836,0.64,11.201,0.431,0.65911,0.65849
T1298TS274_2o.pdb,0.806,0.758,0.862,0.835,0.934,0.934,0.805,0.64,9.104,0.447,0.67271,0.67207
T1298TS079_1o.pdb,0.855,0.818,0.897,0.848,0.932,0.932,0.824,0.639,9.915,0.433,0.66601,0.66543
T1298TS475_5o.pdb,0.858,0.823,0.897,0.849,0.939,0.939,0.84,0.639,9.37,0.457,0.67604,0.67509
T1298TS293_1o.pdb,0.855,0.818,0.897,0.848,0.932,0.932,0.824,0.639,9.915,0.433,0.66601,0.66543
T1298TS204_2o.pdb,0.866,0.825,0.91,0.869,0.94,0.94,0.825,0.639,11.343,0.425,0.65629,0.65558
T1298TS031_2o.pdb,0.857,0.827,0.89,0.876,0.94,0.94,0.822,0.639,11.31,0.42,0.65689,0.65619
T1298TS091_2o.pdb,0.851,0.816,0.89,0.84,0.939,0.939,0.817,0.639,11.263,0.422,0.65421,0.65357
T1298TS204_4o.pdb,0.854,0.822,0.89,0.876,0.937,0.937,0.824,0.639,10.357,0.427,0.66204,0.66139
T1298TS290_3o.pdb,0.851,0.816,0.89,0.868,0.941,0.941,0.825,0.639,10.339,0.434,0.66063,0.66004
T1298TS028_1o.pdb,0.796,0.773,0.821,0.815,0.921,0.921,0.821,0.639,10.085,0.41,0.65347,0.65278
T1298TS345_6o.pdb,0.859,0.837,0.883,0.876,0.939,0.939,0.824,0.638,11.425,0.418,0.65557,0.65496
T1298TS267_3o.pdb,0.85,0.821,0.883,0.852,0.94,0.94,0.824,0.638,8.692,0.466,0.68574,0.68523
T1298TS286_1o.pdb,0.868,0.853,0.883,0.868,0.931,0.931,0.831,0.638,2.491,0.695,0.93378,0.93403
T1298TS489_4o.pdb,0.855,0.818,0.897,0.863,0.937,0.937,0.829,0.638,9.707,0.447,0.66634,0.66574
T1298TS287_5o.pdb,0.873,0.827,0.924,0.849,0.938,0.938,0.839,0.638,9.506,0.448,0.66599,0.66497
T1298TS419_4o.pdb,0.83,0.854,0.807,0.807,0.922,0.922,0.797,0.638,8.75,0.372,0.68585,0.68529
T1298TS196_4o.pdb,0.864,0.833,0.897,0.862,0.94,0.94,0.831,0.638,7.807,0.49,0.69373,0.69321
T1298TS059_2o.pdb,0.456,0.421,0.497,0.469,0.462,0.462,0.766,0.637,19.17,0.199,0.65827,0.65768
T1298TS040_1o.pdb,0.832,0.771,0.903,0.844,0.913,0.913,0.788,0.637,3.627,0.643,0.87353,0.87397
T1298TS425_3o.pdb,0.844,0.782,0.917,0.852,0.934,0.934,0.828,0.637,9.14,0.459,0.67209,0.67154
T1298TS272_2o.pdb,0.867,0.817,0.924,0.849,0.938,0.938,0.848,0.637,2.539,0.713,0.9307,0.93097
T1298TS147_3o.pdb,0.826,0.776,0.883,0.825,0.936,0.936,0.824,0.637,10.767,0.426,0.65127,0.65055
T1298TS031_5o.pdb,0.854,0.84,0.869,0.89,0.94,0.94,0.823,0.637,11.259,0.41,0.65415,0.65345
T1298TS059_4o.pdb,0.82,0.794,0.848,0.831,0.937,0.937,0.825,0.637,8.543,0.401,0.69318,0.69266
T1298TS462_3o.pdb,0.826,0.776,0.883,0.825,0.936,0.936,0.824,0.637,10.767,0.426,0.65127,0.65055
T1298TS028_3o.pdb,0.826,0.776,0.883,0.825,0.936,0.936,0.824,0.637,10.767,0.426,0.65127,0.65055
T1298TS198_4o.pdb,0.859,0.819,0.903,0.849,0.934,0.934,0.83,0.636,8.417,0.476,0.68102,0.68049
T1298TS014_4o.pdb,0.815,0.757,0.883,0.824,0.912,0.912,0.783,0.636,9.947,0.428,0.65564,0.65499
T1298TS204_1o.pdb,0.878,0.842,0.917,0.862,0.934,0.934,0.833,0.636,9.07,0.437,0.66919,0.66857
T1298TS022_2o.pdb,0.87,0.822,0.924,0.841,0.935,0.935,0.847,0.636,3.106,0.668,0.90477,0.90499
T1298TS272_3o.pdb,0.854,0.805,0.91,0.82,0.935,0.935,0.837,0.636,10.052,0.445,0.65372,0.65294
T1298TS110_2o.pdb,0.835,0.787,0.89,0.832,0.935,0.935,0.823,0.636,10.571,0.431,0.6516,0.6509
T1298TS290_4o.pdb,0.851,0.834,0.869,0.873,0.944,0.944,0.824,0.636,11.229,0.416,0.65339,0.65273
T1298TS475_3o.pdb,0.852,0.812,0.897,0.833,0.939,0.939,0.848,0.636,2.565,0.703,0.93015,0.92995
T1298TS014_3o.pdb,0.819,0.759,0.89,0.831,0.918,0.918,0.788,0.636,9.917,0.432,0.65516,0.65447
T1298TS294_2o.pdb,0.845,0.81,0.883,0.852,0.94,0.94,0.825,0.635,9.337,0.453,0.67307,0.67248
T1298TS286_5o.pdb,0.783,0.824,0.745,0.767,0.908,0.908,0.745,0.635,11.48,0.361,0.65118,0.65011
T1298TS465_2o.pdb,0.476,0.446,0.51,0.475,0.492,0.492,0.779,0.634,20.111,0.202,0.65335,0.65275
T1298TS059_5o.pdb,0.463,0.434,0.497,0.455,0.455,0.455,0.773,0.634,18.233,0.197,0.70738,0.70696
T1298TS122_5o.pdb,0.876,0.832,0.924,0.863,0.94,0.94,0.836,0.634,10.193,0.455,0.6552,0.65448
T1298TS301_4o.pdb,0.876,0.832,0.924,0.863,0.94,0.94,0.836,0.634,10.193,0.455,0.6552,0.65448
T1298TS014_6o.pdb,0.816,0.754,0.89,0.837,0.911,0.911,0.789,0.634,9.952,0.432,0.65263,0.65192
T1298TS052_4o.pdb,0.879,0.838,0.924,0.879,0.939,0.939,0.836,0.634,9.359,0.439,0.66707,0.66651
T1298TS075_4o.pdb,0.876,0.832,0.924,0.863,0.94,0.94,0.836,0.634,10.193,0.455,0.6552,0.65448
T1298TS331_1o.pdb,0.839,0.817,0.862,0.836,0.942,0.942,0.825,0.634,11.234,0.414,0.64908,0.64837
T1298TS022_4o.pdb,0.879,0.838,0.924,0.879,0.939,0.939,0.836,0.634,9.359,0.439,0.66707,0.66651
T1298TS284_4o.pdb,0.876,0.832,0.924,0.863,0.94,0.94,0.836,0.634,10.193,0.455,0.6552,0.65448
T1298TS456_4o.pdb,0.879,0.838,0.924,0.879,0.939,0.939,0.836,0.634,9.359,0.439,0.66707,0.66651
T1298TS145_3o.pdb,0.851,0.816,0.89,0.856,0.931,0.931,0.824,0.634,8.644,0.448,0.67688,0.67636
T1298TS274_4o.pdb,0.828,0.78,0.883,0.848,0.936,0.936,0.805,0.633,7.741,0.403,0.68904,0.68845
T1298TS208_4o.pdb,0.867,0.817,0.924,0.843,0.938,0.938,0.848,0.633,2.698,0.699,0.9231,0.9234
T1298TS290_2o.pdb,0.852,0.83,0.876,0.858,0.941,0.941,0.827,0.633,10.126,0.42,0.6589,0.65828
T1298TS267_1o.pdb,0.848,0.815,0.883,0.846,0.939,0.939,0.826,0.633,7.793,0.49,0.69301,0.6925
